input,candidate,reference
"The new carry-on fee is for bags in the overhead bin, so small bags under the seat will still be free.","Die neuen Tragegeldgebühr ist für die Gepäcktücher in der Kopfzeile, so dass kleine Tüten unter dem Sitz immer noch frei sein werden.","Die neue Gebühr gilt für Handgepäck im Gepäckfach über dem Sitz, kleine Taschen unter dem Sitz sind weiterhin kostenlos."
The season begins afresh for us with this match.,Die Saison beginnt mit diesem Spieler mit uns.,Mit diesem Spiel beginnt die Saison neu für uns.
"To close the celebrations on the occasion of its 160th anniversary, the Liederkranz Dunningen (Dunningen Amateur Choir, or Glee Club, if you like) will perform Franz Schubert's ""Deutsche Messe"" (German Mass) to accompany two church services.","Um die Feiern zu schließen, zum Teil auf dem Festtag, dem Liederkesz Dunningen (Dunning Choirs, oder Glee) zu feiern, werden Sie von der Messe Franz Schubert (Deutsche Messe) zwei Kirchen der Kirche beitragen.","Zum Abschluss der Feierlichkeiten aus Anlass seines 160-jährigen Bestehens wird der Liederkranz Dunningen zwei Gottesdienste mit der ""Deutschen Messe"" von Franz Schubert umrahmen."
He was jailed for a minimum of six years.,Er wurde nach einem Minimum von sechs Jahren verhaftet.,Er wurde zu mindestens sechs Jahren Gefängnis verurteilt.
"One could argue that New York City is the birthplace of standup comedy in America: nearly a hundred years ago, the vaudevillian Frank Fay, who served as the master of ceremonies at the Palace Theatre, on Broadway, started telling jokes directly to the crowd, in a conversational manner.","Man könnte argumentieren, dass New York City ist die Geburtsstätte der Ständigen Komödie in Amerika: Vor hundert Jahren hat die vaudevon Frank Frank Fay, die als Meister der Feierlichkeiten am Theater am Broadway diente, angezündet, direkt von der Masse zu sprechen, in einer aufrichtigen Weise.","Man könnte sagen, dass New York City die Geburtsstätte von Stand-up Comedy in Amerika ist: Vor knapp hundert Jahren fing der Varietekünstler Frank Fay, der als Conférencier im Palace Theatre am Broadway arbeitete, damit an, der Menge direkt Witze in Form eines Gesprächs zu erzählen."
"Of the 30 proposals, only two will remain at the end of the selection procedure.",Von den 30 Vorschlägen werden nur zwei am Ende des Auswahlverfahrens bleiben.,Von den 30 Vorschlägen werden am Ende des Auswahlverfahrens nur zwei übrig bleiben.
"During the subsequent collision, the pedestrian was thrown against the wall of the building, and then fell onto the ground, suffering a laceration to the head that measured around 15 centimetres in length.","Während der darauf folgenden Kollision wurde die Fußgängerzone gegen die Wand des Gebäudes geworfen und fiel dann auf den Boden, leidenden Sie sich an die Kopf-an-Kopf-Einsätze, die ca. 15 Zentimeter lang ausgestreckt sind.","Bei dem folgenden Zusammenstoß wurde der Fußgänger gegen die Hauswand gedrückt, ging im weiteren Verlauf zu Boden und zog sich eine rund 15 Zentimeter lange Platzwunde am Kopf zu."
The solemn mass is to take place on Sunday 3 November at 11.30 a.m.,"Die feierliche Massen wird am Sonntag, den 3. November um 11.30 Uhr stattfinden.","Die feierliche Messe findet statt am Sonntag, 3. November, um 11.30 Uhr."
"From each parish, at least two elected members are to be represented, with so-called church community teams set up on-site in the six parishes.","Von jeder Gemeinde sind mindestens zwei gewählte Mitglieder vertreten, mit den sogenannten Kirchengemeinde Teams in den sechs Parailäumen.","Aus jeder Pfarrei sollen mindestens zwei gewählte Mitglieder vertreten sein, in den sechs Pfarreien werden vor Ort so genannte Gemeindeteams gebildet."
"In Singapore, about 70 per cent of items pawned at the city-state's 200 pawn outlets are gold.",In Singapur sind etwa 70 Prozent der Gegendenfiguren an der 200-jährigen Stadt Kaschmirs Gold.,In Singapur sind etwa 70 Prozent der verpfändeten Gegenstände in den 200 Pfandhäusern des Stadtstaats Gold.
Bulgarian consumers will receive gas from South Stream at a discounted rate once the entire project starts operating in 2015.,"Die Verbraucher werden von den Verbrauchern einen ermäßigten Preis erhalten, sobald das gesamte Projekt im Jahr 2015 beginnt.","Bulgarische Verbraucher erhalten Gas von South Stream zu vergünstigten Tarifen, wenn das gesamte Projekt 2015 in Betrieb geht."
"On Saturday 7 September, the Highland Games will start at 1:30 p.m.","Am Samstag, 7. September, wird die Highland Games um 13:30 Uhr beginnen.","Am Samstag, 7. September, starten um 13.30 Uhr die Highlander-Games."
The Hammereisenbach Music Society gave an open-air concert on the terrace of the Hammer Guest House.,Die Hambie-Gesellschaft Hammereisenbach hat ein Open-air-Konzert auf der Terrasse des Hammerhauses.,Der Musikverein Hammereisenbach gibt ein Platzkonzert auf der Terrasse des Gasthauses Hammer.
Seven points added to his licence resulted in him receiving a six-month driving ban.,"Sieben Punkte ergänzten die Erlaubnis, ihn für sechs Monate ein Verbot von Fahrverbots zu erhalten.",Er erhielt sieben Punkte und ein sechsmonatiges Fahrverbot.
"Once a psychiatric expert had cast considerable doubt on him suffering from any psychiatric condition, and thus on his limited culpability, the 33-year-old made a full confession.","Ein psychiatrischen Experten hatte er Zweifel an ihm, an jeder psychiatrischen Zustand zu leiden, und damit auf seine begrenzte Verfügbarkeit, die 33-jährige ein vollendetes Geständnis.","Nachdem ein psychiatrischer Sachverständiger große Zweifel an der psychischen Einschränkung und damit an einer eingeschränkten Schuldfähigkeit andeutete, legte der 33-Jährige ein umfassendes Geständnis ab."
"This is to the delight of many Kleve residents, guests from near and far and the students who are discovering the'restaurant mile', and with it the Café Déjà Vu, for themselves.","Dies ist die Freude von vielen Kleve-Bewohnern Gästen von der Nähe und den Schülern, die die ""Restaurant-Meile"" entdecken und mit dem Café Déjà Vu, für sich selbst.","Zur Freude vieler Klever, der Gäste aus nah und fern und der Studenten, die die Gastromeile und damit auch das Café Déjà Vu für sich entdecken."
"Since 2006, eight tunnels of this type have been discovered, the press conference in San Diego continued.","Seit 2006 wurden acht Tunnels in San Diego, acht Tunnels entdeckt.","Seit 2006 seien acht derartige Tunnel entdeckt worden, hieß es auf der Pressekonferenz in San Diego weiter."
"As an official from the Criminal Investigation Department reported, following the first conviction achieved using telephone surveillance measures, at least four further cases of exploitative human trafficking could be identified.","Als offizieller Abteilung des Strafverfahrens berichtete, nach der ersten Überzeugung, die mit der Telefon-Überwachungsmaßnahme erzielt wurde, mindestens vier weitere Fälle von Ausbeutern ausbeuterischer Menschenhandel könnten festgestellt werden.","Wie ein Kripo-Beamter berichtete, konnten nach einer ersten Anzeige durch Telefonüberwachungsmaßnahmen mindestens vier weitere Fälle von ausbeuterischem Menschenhandel ermittelt werden."
"Whether or not life exists on at least some of these, no-one knows.","Ob nun wir das Leben haben oder nicht, zumindest einige dieser, niemand weiß.","Ob es zumindest auf einigen davon Leben gibt, weiß keiner."
"All three face a maximum penalty of life imprisonment, according to the authorities.","Alle drei Gesichtspunkte sind eine Höchststrafe von lebenslängliche Gefängnis, gemäß den Behörden.","Allen dreien droht als Höchststrafe lebenslanger Freiheitsentzug, wie Beamte sagten."
"For this match he finally has his complete squad available, with the exception of Hendrick Blohme who is out with long-term injury.","Dazu hat er endlich die ganze Band verfügbar, mit Ausnahme von Hendrick Blohme, die mit langfristiger Verletzung ausgeht.","Dabei hat er endlich mal, mit Ausnahme des dauerverletzten Hendrik Blohme, seinen kompletten Kader zur Verfügung."
"The California woman plans to challenge what may be a first-of-its-kind citation, saying the Internet-connected eyewear makes navigation easier.","Die Kalifornierung von Kalifornien plant, eine erste Zitat zu erreichen, die das Internet mit einem Zuschauer aufs Spiel setzt, das die Navigation erleichtert.","Die Kalifornierin plant, die möglicherweise erste Vorladung dieser Art anzufechten, mit der Begründung, die mit dem Internet verbundene Brille erleichtere die Navigation."
Law enforcement authorities and Secret Services also have legal authorisation to intercept or take note of e-mails.,Eine Dienststelle zur Durchsetzung von Diensten und Diensten ist auch eine Genehmigung zum Abfangen oder Vermerk von E-Mails.,"Auch die Strafverfolgungsbehörden und Geheimdienste haben legale Möglichkeiten, E-Mails abzufangen oder zur Kenntnis zu nehmen."
"Only other people get old, she says, smirking.","Nur andere Leute bekommen alte, sie sagt, das Können.","Alt werden immer nur die anderen', sagt sie schmunzelnd."
"Pope Francis will create new cardinals of the Catholic Church for his first time on February 22, the Vatican announced Thursday.","Die Franziskanische Gemeinde wird am 22. Februar neue Karten der katholischen Kirche erstellen, die am Donnerstag, 22. Februar, den Vatikan, veröffentlicht.","Papst Franziskus werde am 22. Februar erstmals neue Kardinäle der katholischen Kirche berufen, wie der Vatikan am Donnerstag bekannt gab."
During years of discussions starting in 2005 the government had been pushing for the leases to go to public tender.,"In den Jahren der Diskussionen im Jahr 2005 war die Regierung dabei, dass die Leasing- und Verkaufsstellen für die Öffentlichkeit zugänglich waren.","In jahrelangen Gesprächen, die 2005 begannen, hatte die Regierung auf öffentliche Ausschreibungen für die Pachtverträge gedrängt."
Geisingen and Kirchen-Hausen were first documented together in the year 794.,Geisingen und Kirchen-Hausen wurden im Jahre 794 zum ersten Mal dokumentiert.,Geisingen und Kirchen-Hausen wurden 794 erstmals urkundlich zusammen erwähnt.
"Perhaps he was crazy, or perhaps drugs had affected his brain.","Vielleicht war er verrückt, oder vielleicht hatte er sein Gehirn betroffen.","Vielleicht war er verrückt, hatten Drogen seinem Hirn zugesetzt."
"The patents cover technology that helps match Internet search terms with relevant advertising, the lawsuit said, which is the core of Google's search business.","Die Patente decken Technologien ab, die den Internet-Suche-Bedingungen entsprechen, die mit relevanten Werbemitteln, die Klageerhebung, die der Kern der Google-Suche ist.","Die Patente beträfen Technologie, die Suchbegriffe im Internet mit relevanter Werbung in Übereinstimmung bringe, so die Klage, die damit den Kern von Googles Suchmaschinengeschäft trifft."
A 21-year-old Sydney woman sentenced to 15 days jail in Phuket for falsely claiming she was assaulted by a taxi driver is appealing the verdict and has been granted bail.,"Eine 21-jährige Sydney-Frau zu 15 Tagen im Phuket verurteilte sich in Phuket, für falsche Behauptungen, die sie von einem Taxifahrer anführen wird, ist ein bekannter Rechtsberater, der das Urteil gewährt und gewährt wurde.","Eine 21-jährige Frau aus Sydney, die in Phuket zu 15 Tagen Gefängnis verurteilt wurde, weil sie fälschlicherweise behauptet hatte, von einem Taxifahrer vergewaltigt worden zu sein, hat gegen das Urteil Berufung eingelegt und wurde auf Kaution freigelassen."
"So we are excited to work in partnership with the UK Government to examine options for bringing high speed rail to Scotland, creating benefit for all and complementing the Glasgow-Edinburgh line which the Scottish Government is already planning.","Wir sind also aufgeregt, in Zusammenarbeit mit der britischen Regierung daran zu arbeiten, Optionen zu prüfen, um die Schottische Bahn zu erkunden, um Schottland zu schützen und sie allen zu nutzen und die Glasgow-Hochburg-Stadt, die die schottische Regierung schottet, zu ergänzen.","Deshalb sind wir erfreut, als Partner der britischen Regierung zu arbeiten und die Optionen für eine Hochgeschwindigkeits-Bahnverbindung in Schottland zu untersuchen, die Vorteile für alle schafft und die Verbindung Glasgow-Edinburgh ergänzt, die die schottische Regierung bereits plant."
They want to find our what role the giant planet has played in the development of the solar system.,"Sie wollen unsere Rolle bei der Entwicklung des Solar-Systems finden, die Riesen unseren Planeten gespielt hat.","Sie wollen herausfinden, welche Rolle der Riesenplanet bei der Entwicklung des Sonnensystems gespielt hat."
"On Wednesday, the Centers for Disease Control and Prevention released a set of guidelines to manage children's food allergies at school.",Am Mittwoch wurden die Zentren für die Krankenkontrolle und die Verhütung einer Reihe von Leitlinien zur Bekämpfung von Lebensmittelallergien in der Schule veröffentlicht.,Am Mittwoch veröffentlichten die Centers for Disease Control and Prevention (CDC) eine Reihe von Richtlinien für den Umgang mit Lebensmittelallergien von Kindern an Schulen.
Martin told CNN that he asked Daley whether his then-boss knew about the potential shuffle.,"Martin hat er gesagt, dass er Daley fragte, ob sein Wurm über das Potenzial von Möglichkeiten wusste.","Martin sagte gegenüber CNN, er habe Daley gefragt, ob sein damaliger Boss über den potenziellen Wechsel Bescheid gewusst hätte."
This and another bedroom were completely burnt out.,Diese und ein weiteres Schlafzimmer waren vollständig verbrannt.,Dieses und ein weiteres Zimmer brannten vollständig aus.
"Jamef Bwelle was injured in a 1981 car accident near Yaounde, Cameroon's capital.","Jamef Bwelle wurde im Jahr 1981 nach Yaounde, Kamerun, verletzt.","Jamef Bwelle wurde 1981 bei einem Autounfall in der Nähe von Yaoundé, der Hauptstadt Kameruns, verletzt."
"The District Court of Constance has condemned a 33-year-old man from St. Georgen to three and a half years in prison for exploitative human trafficking, pimping, issuing threats and grievous bodily harm.","Das Verfassungsgericht hat einen 33-jährigen Mann aus St. Georgen zu dreieinhalb Jahren Gefängnis verurteilt, inhaftiert auf einen Menschenhandel, auf den sich ausbeuterische Menschenhandel, die Drohungen und schmerzliche Körper.","Wegen ausbeuterischen Menschenhandels, Zuhälterei, Bedrohung, Beleidigung und gefährlicher Körperverletzung hat das Landgericht Konstanz einen 33-jährigen Mann aus St. Georgen zu dreieinhalb Jahren Haft verurteilt."
"""I salute the fortitude and courage you've all demonstrated in fulfilling the most challenging mission ever undertaken by this organization,"" the watchdog's director-general, Ahmet Uzumcu, said in comments released by the OPCW.","""Ich begrüße die Befestigung und den Mut, Sie haben alle bewiesen, die schwierigste Mission, die von dieser Organisation unternommen wurde"", die Generaldirektorin der Wählerschaft, Ahmet Uzumcu, sagte, in Kommentaren die von der OPCW veröffentlichten Kommentar sagte.","„Ich ziehe den Hut vor der Tapferkeit und dem Mut, den Sie alle beim Erfüllen der herausforderndsten Mission, die je von dieser Organisation ausgeführt wurde, gezeigt haben“, erklärte Ahmed Uzumcu, der Generaldirektor der Überwachungsorganisation in einem von OPCW veröffentlichten Kommentar."
In Australia the leisure business rebounded during the second half which offset a slightly weaker domestic corporate travel market.,"In Australien wurde das Geschäftsjahr während der zweiten Hälfte gegründet, was einen leicht schwächeren, härteren Reisemarkt ausmacht.","In Australien hat sich die Freizeitbranche in der zweiten Jahreshälfte erholt, was einen leicht schwächeren Markt für Geschäftsreisen ausglich."
"Actor Orlando Bloom announced his separation from his wife, supermodel Miranda Kerr.","Der Graf Orlando Bloom kündigte seine Trennung von seiner Frau, Supermodel Miranda.","Schauspieler Orlando Bloom hat sich zur Trennung von seiner Frau, Topmodel Miranda Kerr, geäußert."
"""They include wealthy individuals who need to borrow short term for business ventures or investments, or small businesses with a need to tide over their cash flow needs,"" says Ms Yeah.","""Sie umfassen wohlhabende Einzelpersonen, die kurze Zeit später kurzfristig Geschäftsprozesse oder Investitionen aufnehmen müssen oder kleine Unternehmen mit einer Notwendigkeit, ihren Cashflowfluss über ihren Cashflowfluss zu fliegen"", sagt, Frau Fat.","„Dazu gehören Wohlhabende, die kurzfristig etwas für ein Geschäft oder eine Investition leihen, oder kleine Unternehmen, die Engpässe im Cash-Flow überbrücken müssen“, sagt Yeah."
"Together with an accomplice, who procured the women, he brought them to various brothels in the south-west.","Zusammen mit einem Komplott, der die Frauen beschafft hatte, brachte er sie zu verschiedenen Bordmärkten im Südwesten.","Zusammen mit einem Kollegen, der die Frauen vermittelte, brachte er sie in verschiedene Bordelle im Südwesten."
Becker advises that you wait at least five minutes before a fault with the traffic lights can be assumed.,"Becker empfiehlt, dass Sie mindestens fünf Minuten warten, bevor ein Verschulden mit dem Amphen der Ampel davon ausgegangen werden kann.","Becker rät, mindestens fünf Minuten auszuharren, bevor von einer Funktionsstörung der Ampel auszugehen ist."
Mr Dutton called on Ms Plibersek to guarantee that not one dollar out of the rescue package would be spent on additional bureaucracy.,"Herr Doyles hat die Befreiung von Frau Plibersek, um sicherzustellen, daß nicht ein Dollar aus dem Rettungspaket ausgegeben wird, der für zusätzliche Bürokratie ausgegeben wird.","Dutton forderte Plibersek auf zu garantieren, dass nicht ein einziger Dollar des Rettungspakets für zusätzliche Bürokratie ausgegeben werde."
"Kendrick Johnson, of Valdosta, Ga., was found Jan. 11 stuck in an upright mat propped behind the bleachers inside his high school gym.","Kendrick, von Valdosta, wurde gefunden, um einen Hintergrund in einem hinter den Lehren seines Gymnasiums zu finden.","Kendrick Johnson aus Valdosta im US-amerikanischen Bundesstaat Georgia wurde am 11. Januar in einer aufrecht aufgestellten Matte gefunden, die hinter der Tribüne in der Schulturnhalle stand."
"At the awards ceremony, Carmen Müller finally had the pleasure of presenting the Challenge Cup to Andre Maier and Matthias Bronner, who had shown the greatest staying power on the final leg.","Bei der Verleihung der Preisverleihung hatte Carmen Müller endlich die Freude, die Challenge Cup nach Andre Maier und Matthias Bronner zu präsentieren, die am Ende die größte Kraft auf dem Finale gezeigt hatte.","Bei der Siegerehrung konnte Carmen Müller den Wanderpokal schließlich an Andre Maier/Matthias Bronner überreichen, die auf der Zielgerade den längsten Atem hatten."
"He ensures a balanced, varied diet, whereby everything should also have a good hearty flavour.","Er gewährleistet eine ausgewogene, abwechslungsreiche Diät, wodurch alles auch ein guter Geschmack ist.","Er achtet auf eine ausgewogene, abwechslungsreiche Ernährung, bei der es durchaus auch einmal deftig schmecken soll."
The pipeline is designed for an annual capacity of 2.2 trillion cubic feet of natural gas.,"Die Pipeline ist für eine jährliche Kapazität von 2,2 kosmetischen Füßen aus Erdgas bestimmt.","Die Pipeline ist auf eine jährliche Kapazität von 62,3 Milliarden Kubikmetern Erdgas ausgelegt."
"According to the Times' national political correspondent Jonathan Martin, the book provides a thorough account of the effort by senior officials inside the campaign and the White House, namely former White House Chief of Staff Bill Daley, to measure what effect swapping former Secretary of State Clinton for the Vice President would have in the polls.","Nach Angaben der nationalen politischen Korrespondent Jonathan Martin, dem Buch, wird ein eingehender Bericht über die Anstrengungen von Beamten im Kampf gegenüber der Kampagne und dem Weißen Haus, nämlich dem ehemaligen Weißen Haus, das Weiße Haus, das den ehemaligen Chef des ehemaligen Außenministers von Clinton, für die Vizepräsidentin der Wahlperiode einbezogen wird, vorgeschlagen.","Laut Jonathan Martin, nationalpolitischer Korrespondent der Times, zeichnet das Buch gründlich die Geschichte der Bemühungen führender Mitarbeiter der Kampagne und des Weißen Hauses nach, namentlich des früheren White House Chief of Staff Bill Daley, zu messen, welchen Effekt es auf die Umfragewerte habe, die ehemalige Außenministerin Clinton gegen den Vizepräsidenten zu tauschen."
"""I have banned it,"" he explained.","""Ich habe es verboten"", erklärt er.","""Das habe ich verboten"", erklärte er."
"His thanks went first and foremost to Mayor Walter Klumpp, who was heavily involved in the realisation of the project, the Town Council, the companies involved and club members who played a part.","Sein Dank ging zunächst Bürgermeister Walter Klumpp, der sich stark in die Realisierung des Projekts, des Rates, der Beteiligung der betroffenen Unternehmen und der Clubmitglieder einbrachte.","Sein Dank galt allen voran Bürgermeister Walter Klumpp, der sich für die Umsetzung des Projektes stark engagiert habe, dem Gemeinderat, den beteiligten Unternehmen und Vereinsmitgliedern, die sich einbrachten."
"However, CCTV footage later revealed she had returned to her hotel safely after becoming separated from her Australian boyfriend.",Das Filmmaterial wurde von [[Star Trek]] gespielt und von [[Borg]] [[Liste der Synchronsprecher|synchronisiert]].,"Später allerdings zeigten die Aufnahmen einer Videokamera, dass sie sicher in ihr Hotel gelangt war, nachdem sie von ihrem australischen Freund getrennt worden war."
The appeals court said the judge needed to be removed from the case because she ran afoul of the code of conduct for U.S. judges by compromising the necessity for a judge to avoid the appearance of partiality in part because of a series of media interviews and public statements responding publicly to criticism of the court.,Die Berufungen des Gerichts waren zu Beginn des 20. Jahrhunderts nach dem Kriegsende durch die Kriegsverbrechen der Vereinigten Staaten von Amerika.,"Das Berufungsbericht erklärte, die Richterin müsse von dem Fall entbunden werden, da sie den Verhaltenskodex für US-amerikanische Richter verletzt habe, indem bestimmt ist, dass ein Richter den Anschein der Parteilichkeit vermeiden soll; dies wurde teilweise mit einer Reihe von Medieninterviews und öffentlichen Aussagen begründet, in denen sie öffentlich auf die Kritik des Gerichts reagiert hatte."
How does the solar system function?,Wie funktioniert die Solarzellen-Funktion?,Wie funktioniert das Sonnensystem?
The firm was not originally in the business of helping states tax drivers.,"Die Firma war nicht ursprünglich im Unternehmen, die Steuerfahrer unterstützen.","Die Firma ist ursprünglich nicht angetreten, um Bundesstaaten bei der Besteuerung von Autofahrern zu helfen."
"Ten years ago, local artist Martin Andersen presented the proposal of directing the sun into the valley using mirrors.",Vor zehn Jahren hat der Künstler Martin Andersen den Vorschlag der Sonne in das Tal mit Spiegeln aufgeführt.,"Vor zehn Jahren hatte der lokale Künstler Martin Andersen den Vorschlag präsentiert, die Strahlen mit Spiegeln ins Tal zu lenken."
Tickets are available from the ticket office at the Nuclear Bunker Museum.,Die Tickets sind im Ticketbüro des Nuclear Explosions Museum erhältlich.,Karten gibt es an der Kasse des Atomkellermuseums.
"As airport spokesperson Peter Kleeman announced to Radio Vienna that in adjusting the approach towards announcements, Vienna Airport is following an international trend.","Als Flughafenbetreiber Peter Kleeman verkündete, nachdem er Radio Wien in die Verfahrensweise eingegangen hatte, wird der Wiener Flughafen Wien nach einem internationalen Trend folgen.","Wie Airport-Sprecher Peter Kleemann gegenüber Radio Wien bekannt gab, folgt der Flughafen Wien mit der Einstellung von Durchsagen, die einzelne Personen betreffen, einem internationalen Trend."
"The proposal with the best chance of approval as an L-mission, in the opinion of many experts, is ""E-Lisa"", a demanding concept that aims to prove the existence of gravitational waves.","Der Vorschlag, die Anerkennung der Zustimmung als eine der vielen Experten zu erhalten, ist ""E-Lisa"", ein anspruchsvolles Konzept, das die Existenz von Gravitationswellen zweckmäßig erweisen soll.","Die besten Chancen auf eine Bewilligung als L-Mission hat nach Meinung vieler Experten ""E-Lisa"", ein anspruchsvolles Konzept zum Nachweis von Gravitationswellen."
"""The only problem they have is poverty,"" Bwelle said.","""Das einzige Problem, das sie haben ist Arm"", sagte Bwelle.","„Das einzige Problem, das sie haben, ist die Armut“, sagt Bwelle."
"Meanwhile, a cosy and magical alternative will be provided by Hermann Büttner.",Inzwischen wird eine gemütliche und magische Alternative von Hermann Büttner zur Verfügung gestellt.,Gemütlich und märchenhaft geht es unterdessen bei Hermann Büttner zu.
"You have to remember, at that point the President was in awful shape, so we were like, ""Holy Christ, what do we do?""","Sie müssen sich daran erinnern, dass der Präsident in der furchtbaren Form war, so wie wir es wie wir wollten, ""Heilige Christ, was haben wir? ""","Man muss sich in Erinnerung rufen, dass der Präsident damals furchtbare Umfragewerte hatte, also dachten wir: „Um Gottes Willen, was machen wir?“"
NSA siphons data from Google and Yahoo - Snowden wants to help,Aufbaustrukturen von Google und Yahoo will Distrikt Hilfe beistehen.,NSA saugt Daten von Google und Yahoo ab - Snowden will helfen
Plane giants often trade blows on technical matters through advertising in the trade press.,Plane Riesen häufen sich Handelsfeuerwaffen häufig durch Werbung in der Presse.,Flugzeuggiganten teilen häufig Hiebe über technische Details mittels Werbung in der Fachpresse aus.
The problem is known to the administrative department and initial measures have already been taken.,"Das Problem ist bekannt, dass die Verwaltungsabteilung und die ursprünglichen Maßnahmen bereits ergriffen wurden.",Das Problem ist bei der Verwaltung bekannt und erste Maßnahmen wurden bereits ergriffen.
"""It isn't about the distance,"" explains organiser Peter Saile.","""Es ist nicht über die Entfernung"", erläutert Organiser Peter Saile.","""Es kommt nicht auf die Weite an"", erklärt Organisator Peter Saile."
He first covered up the death of the 89-year-old and then pocketed the money for more than a year and a half.,Erstmals wurde er den Tod des 89-Jährigen verschoben und dann das Geld für mehr als ein Jahr und eineinhalb Jahre Tasche.,"Zunächst habe er den Tod der 89-Jährigen vertuscht, dann habe er das Geld mehr als anderthalb Jahre lang eingestrichen."
Rock band the Arctic Monkeys have postponed a gig in Glasgow after their lead singer was diagnosed with laryngitis.,Die Band band die Arktis Monkeys verschoben haben nach ihrer Leitung ein Gig in Glasgow ein Gig in der Sängerin wurde mit Lkaronsängerin diagnostiziert.,"Die Rockband Arctic Monkeys hat einen Auftritt in Glasgow verschoben, nachdem ihr Leadsänger an Kehlkopfentzündung erkrankt ist."
Mr Hare said the decision to get staff to sign confidentiality agreements soon after the allegations emerged was made by YMCA general manager of children's services Liam Whitley.,"Herrn sagte, die Entscheidung, Personal zu erhalten, um Verträge zu unterzeichnen, nachdem die Anschuldigungen kurz nach YMCA General Manager von den Dienststellen der Kinder-Dienstleistungsbranche erfolgten.","Hare sagte, die Entscheidung, die Mitarbeiter zur Unterzeichnung von Geheimhaltungsverpflichtungen kurz nach Auftreten der Anschuldigungen zu drängen, sei vom Geschäftsführer der Kinderdienste des YMCA, Liam Whitley, getroffen worden."
"The next morning, the team begins meeting with hundreds of patients.",Am nächsten Morgen beginnt das Team mit hunderten Patienten.,Am nächsten Morgen beginnt das Team dann mit der Untersuchung von Hunderten von Patienten.
"A phone transcript tabled in ICAC showed calls in August and September 2007 between Mr Obeid, Mr Tripodi and Steve Dunn, a senior bureaucrat who had come into the ports ministry after working under Mr Obeid in the fisheries department.","In der ICAC-Konferenz wurde im August und September 2007 zwischen Herrn Obeid, Herrn Tripis und Steve Dunn, einem hochrangigen bürokratischen Beamten, der nach Arbeit unter Herrn Obeid im Fischereiabteilungssektor arbeitete, ein Telekommunikationsprotokoll eingereicht.","Eine der ICAC vorgelegte Telefonniederschrift zeigte Gespräche aus dem August und September 2007 zwischen Obeid, Tripodi und Steve Dunn, einem leitenden Beamten, der ins Hafenministerium gewechselt war, nachdem er unter Obeid in der Fischereibehörde gearbeitet hatte."
Two children have confessed to the murder of an 11-year-old in Uruguay.,Zwei Kinder haben sich an den Morden einer 11-jährigen in Uruguay gewandt.,Zwei Kinder haben in Uruguay den Mord eines 11-Jährigen eingestanden.
He said the itinerary is still being worked out.,"Er sagte, die Route wird noch ausgearbeitet.","Er sagte, das genaue Reiseroute werde noch ausgearbeitet."
"The virus selectively infects liver cells, which then start to make a steady stream of the antibodies.","Das Virus infiziert Leberzellen, die dann einen stetigen Strom der Antikörper machen.","Der Virus infiziert selektiv die Leberzellen, die dann einen ständigen Strom von Antikörpern produzieren."
"I hope that when the difficulties of this humanitarian situation have been resolved, I will be able to cooperate in the responsible finding of facts regarding reports in the media, particularly with regard to the truth and authenticity of documents, as appropriate and in accordance with the law.","Ich hoffe, dass ich bei der Lösung der Schwierigkeiten dieser humanitären Situation in der Lage sein werde, in der Lage zu arbeiten, in den Medien, insbesondere in Bezug auf die Wahrheit und die Wahrheit und die Wahrheit und das Recht, wie entsprechend dem Gesetz.","Ich hoffe, dass ich, wenn die Schwierigkeiten dieser humanitären Lage beigelegt sind, in der Lage sein werde, mich an der verantwortungsvollen Aufklärung der Sachverhalte bezüglich der in den Medien getätigten Aussagen, insbesondere im Hinblick auf Wahrheit und Authentizität der Berichte, angemessen und gesetzesgemäß zu beteiligen."
"Such is the growth in the pawn business that ValueMax, operator of the outlet at Bendemeer and of 15 others like it in Singapore, plans to expand not only in neighbouring Malaysia - where it has four shops - but outside Asia too, says Yeah Lee Ching, ValueMax's executive director.","Das ist das Wachstum im Wachstum der Business, dass Value-Max, der Ausgang auf dem Ausgangspunkt von Bendemeer und 15 anderen wie es in Singapur, Pläne, nicht nur in den benachbarten Malaysia-Regionen, wo es vier Geschäfte hat - aber auch Asien draußen, Leeing Ching,Max ValueMax, Executive Direktor.","Das Wachstum im Pfandgeschäft ist so stark, dass ValueMax, Betreiber der Filiale in Bendemeer und 15 weiterer in Singapur, nicht nur in das benachbarte Malaysia expandieren möchte – wo das Unternehmen vier Häuser betreibt –, sondern auch außerhalb Asiens, so Yeah Lee Ching, Geschäftsführerin von ValueMax."
Should a mother be alarmed if her daughter begins to sprout breast buds and pubic hair at 7 or 8?,"Sollte eine Mutter beunruhigt sein, wenn ihre Tochter beginnt, um Brusttuten und Kneipen Haar zu sprechen, um 7 oder 8?","Sollte eine Mutter besorgt sein, wenn ihrer Tochter schon im Alter von sieben oder acht Jahren Brüste und Schamhaare wachsen?"
"In this country, African-American and Hispanic girls tend to reach puberty earlier than their white counterparts.","In diesem Land erreichen afroamerikanische und afroamerikanische Frauen in Afrika zu erreichen, die früher als ihre weißen Gegenparteien erreichen.",In diesem Land erreichen afroamerikanische und hispanische Mädchen tendenziell eher die Pubertät als ihre weißen Altersgenossinnen.
