input,candidate,reference
Managing director Graham Turner said Flight Centre had made 8 per cent profit in the first half and had started the second half strongly especially in Australian and UK non-business travel.,"Die Managerin hatte das Geschäftsführer von Graham Turner erworben, dass das Flugzentrum in der ersten Hälfte 8 Prozent Gewinn gemacht hatte und die zweite Hälfte insbesondere in den Reisen in Australien und Großbritannien begonnen hatte.","Wie Geschäftsführer Graham Turner bekannt gab, erzielte Flight Centre im ersten Halbjahr acht Prozent Gewinn und verbuchte einen starken Start ins zweite Halbjahr, besonders im australischen und britischen Privatgeschäft."
US Airways briefly tried charging for beverages in 2008 but backed down seven months later after passengers complained and no other major airline followed.,"US Airways versuchte kurz, Getränke für Getränke 2008 einzustellen, aber sieben Monate später nach der Beschwerdeken von Passagieren und keine andere wichtige Fluggesellschaft folgte.","US Airways hatte 2008 kurzzeitig versucht, für Erfrischungsgetränke Geld zu verlangen, machte dies aber sieben Monate später wieder rückgängig, nachdem sich Passagiere beschwert hatten und keine andere große Gesellschaft nachgezogen war."
"Due to the political unrest in the country, it has not been possible to make as many journeys as planned, but for this reason, many local doctors have come to Germany, to sit in on lectures on a variety of topics.","Aufgrund der politischen Unruhen im Land war es nicht möglich, so viele Reisen wie geplant zu machen, aber aus diesem Grunde haben viele Ärzte in Deutschland gekommen, um in Vorträgen auf eine Vielzahl von Themen zu sitzen.","Aufgrund der politischen Unruhen im Land konnte man nicht so viele Reisen wie geplant unternehmen, aber dafür kamen viele Mediziner nach Deutschland, um hier in verschiedenen Bereichen zu hospitieren."
Co-operation with other like-minded countries will be easier in a non-federal Europe of the Nations.,Die Zusammenarbeit mit anderen gleichgesinnten Ländern wird einfacher in einem Europa der Nationen sein.,"Die Kooperation mit anderen, ähnlich denkenden Ländern ist in einem nicht föderierten Europa der Nationen einfacher."
"""I'm hopeful the federal assistance package will go a long way towards taking the state's public health system off the critical list,"" Mr Wilkie said.","""Ich hoffe, dass das föderale Hilfspaket einen weiten Weg zur Einführung des öffentlichen Gesundheitssystems des Staates hält"", sagte Wilkie.","„Ich bin zuversichtlich, dass die Bundeshilfen einen großen Beitrag dazu leisten werden, das öffentliche Gesundheitssystem des Bundesstaates von der Sorgenliste zu nehmen“, sagte Wilkie."
"According to the Daily Nation, ""even one fine is enough to cripple most FM stations.""","Nach der Tageszeitung ""auch eine Gelegenheit zu, die meisten FM-Stationen zu lähmen"".",Laut Daily Nation kann „schon eine einzige Strafe die meisten Radiosender in den Bankrott drängen“.
"If you are often out and about in the evening, more often than not with several people in the car, you will know what a back seat can look like after having partied through the night: clothes, bottles and other rubbish begin to pile up.","Wenn Sie oft herausgehen und am Abend, meistens nicht mit mehreren Personen im Auto, werden Sie wissen, wie ein Rückensitz aussehen kann, nachdem Sie sich durch die Nacht bewegt haben: Kleidung, Flaschen und andere Müllstände beginnen, aufzupassen.","Wenn man abends öfter unterwegs ist, erst recht mit mehreren Leuten im Auto, weiß man, wie eine Rückbank nach durchfeierten Nächten aussehen kann: Klamotten, Flaschen und sonstiger Müll türmen sich da."
"The building changed hands for an ""appropriate"" price.","Das Gebäude hat die Hand geändert und für einen ""angemessenen"" Preis.","Das Gebäude wechselte seinen Besitzer zu einem ""angemessenen"" Preis."
"Investigators also found entries on the private investigator's computer which had Ms Pawlby and her sister as ""Projects.""","Gleichzeitig wurden auch Anleitungen zum privaten Forschungscomputer, die Frau Pawlby und ihre Schwester als ""Projekte"" hatten, gefunden.","Die Ermittler fanden außerdem Einträge auf dem Computer des Detektivs, auf dem Pawlby und ihre Schwester als „Projekte“ gespeichert waren."
"Cem Özdemir, Federal Chairman of the Green Party, has now engaged in the ongoing discussions regarding the future of the Baden-Wuerttemberg Music Academy.",Die Föderalen Parteiführungen der Grünen haben sich inzwischen mit den laufenden Diskussionen über die Zukunft der Baden-Württemberg-Musikakademie befasst.,"In die anhaltenden Diskussionen um die Zukunft der Musikhochschulen in Baden-Württemberg hat sich nun auch Cem Özdemir, Bundesvorsitzender der Grünen, eingeschaltet."
"Rather than missing burgers, scrambled eggs or gummi bears, the vegan has quickly discovered entirely new products that really inspire him.","Anstatt die fehlende Markise, die Eier oder das Zahnfleisch zu verlieren, hat sich das Veganer schnell entdeckt, dass völlig neue Produkte, die ihn wirklich inspirieren.","Statt Burgern, Rühreiern oder Gummibären hinterherzutrauern, habe der Veganer schnell ganz neue Produkte entdeckt, die Begeisterung stieg an."
"There was resentment among local residents of the old town, who have repeatedly to suffer as a result of the overflowing of the canal network, even during normal thunderstorms.","Es gab Unmut unter den lokalen Bewohnern der Altstadt, die immer wieder unter dem übermäßigen Zug des Kanalschiffs leiden mussten, selbst während normaler Gewitter-Einwände.","Unmut herrschte bei Anliegern des Altorts, die selbst bei normalen Gewitterregen immer wieder unter einer Überlastung des Kanalnetzes zu leiden haben."
"""I want us to get our mojo back,"" he said.","""Ich möchte, dass wir unsere mojo backen"", sagte er.","„Ich möchte, dass wir unseren Zauber wiederfinden“, sagte er."
The municipality coffers in Herdwangen-Schönach are well stocked and the administration has been debt-free since 2005.,Die Kälte der Gemeinde in Herdwangen-Schönach sind gut ausgestattet und die Verwaltung ist seit 2005 schuldenfrei.,Das Gemeindesäckl in Herdwangen-Schönach ist gut gefüllt und Schulden kennt die Verwaltung bereits seit 2005 nicht mehr.
"Finally, let's talk pumpkins.",Schließlich sollten wir mit den Gedanken von Pumpe.,Aber kommen wir endlich zu den Kürbissen.
"And: ""In our society we have no major crimes, but we do have a detention camp full of would-be criminals"". They read time streams.","Und: ""In unserer Gesellschaft haben wir keine großen Verbrechen, aber wir haben ein Gefangenenlager voller Kriminelle"", sie lesen die Zeitbäume.","Und: ""In unserer Gesellschaft gibt es keine Schwerverbrecher, dafür haben wir ein Straflager voller Pesudoverbrecher"". Sie lesen Zeitströme."
"Furthermore, the role of the old fisherman is a character role, through and through, which Janson masters excellently.","Außerdem ist die Rolle des alten Fischer eine charakteristische Rolle, die Janson-Meister ausgezeichnet.","Daneben ist die Rolle des alten Fischers durch und durch eine Charakterrolle, die Janson exzellent meistert."
"""My blood values are excellent - I have myself checked on a regular basis,"" revealed Proctor.","""Meine Blutwerte sind hervorragend - ich habe mir regelmäßig kontrolliert"", ergebnisierte Proctor.","""Meine Blutwerte sind bestens, ich lasse mich oft checken"", verrät Proctor."
"For the third quarter ended September 30, Bombardier's net profit fell to $147 million, or 8 cents per share, from $172 million, or 9 cents per share a year earlier.","Für das dritte Quartal endete September 30. September, der Netto-Gewinn von Bombardier wurde auf $147 Millionen, oder 8 Cent pro Aktie, ab172 Millionen Dollar oder 9 Cent pro Aktie früher zuvor.",Im dritten Quartal mit Ende am 30. September fiel Bombardiers Nettogewinn auf 147 Millionen Dollar bzw. 8 Cent pro Aktie von 172 Millionen Dollar bzw. 9 Cent pro Aktie im Jahr zuvor.
"""We are very hopeful that this kind of vaccine strategy can finally help the millions of smokers who have tried to stop, exhausting all the methods on the market today, but find their nicotine addiction to be strong enough to overcome these current approaches,"" Prof Cornell said.","""Wir sind sehr zuversichtlich, dass diese Art der Impfstoffstrategie endlich den Millionen Rauchern helfen kann, die versucht haben, alle Methoden auf dem Markt heute zu stoppen, aber ihre Nikotinabhängigkeit zu finden, um stark genug zu sein, um diese aktuellen Ansätze zu überwinden"", sagte Prof Cornell.","„Wir sind sehr hoffnungsvoll, dass diese Art von Impfstrategie einmal Millionen von Rauchern helfen kann, die versucht haben aufzuhören und dabei alle auf dem Markt erhältlichen Methoden ausprobiert haben, aber erleben mussten, dass ihre Nikotinsucht stärker ist als diese Ansätze“, so Cornell."
Dick's tale acts as a blueprint for the anti-terror laws and the phone tapping madness of the NSA.,Dicks Geschichte handelt als ein Plan für die Anti-Terror-Gesetze und das Anlaufen Wahnsinn der NSA.,Dicks Erzählung wirkt wie die Blaupause für die Anti-Terror-Gesetze und den Abhörrausch der NSA.
The 2nd U.S. Circuit Court of Appeals said the decisions of Judge Shira Scheindlin will be stayed pending the outcome of an appeal by the city.,"Der 2. US-Notenbankgerichtshof hat gesagt, dass die Entscheidungen des Richters Shira Scheindlin auf dem Weg eines Beschwerdes der Stadt bleiben werden.","Das 2. US-Berufungsgericht erklärte, die Entscheidungen von Richterin Shira Scheindlin würden ausgesetzt, bis über eine Berufung der Stadt entschieden sei."
"Chris says because the ice cream lights up when it reacts with the heat of the mouth it means the more you lick, the brighter it becomes.","Chris sagt, weil das Eis Lichter aufwacht, wenn es mit der Hitze des Mund, es bedeutet, desto besser, desto heller wird es.","Chris erklärt, das Speiseeis reagiere auf die Wärme im Mund und leuchte – je mehr man also leckt, desto heller wird es."
They are a great team together.,Sie sind ein großes Team zusammen.,Zusammen sind sie ein tolles Team.
"Billy Sum-Hermann managed unbelievably well to place herself in the role of the sister and brought the character to life amazingly well, in terms of both her expressions and gestures.",Billy Sum-Hermann hat sich unglaublich gut in der Rolle der Schwester geführt und hat den Charakter erstaunlich gut in ihren Ausdrücken und Gesten gebracht.,"Billy Sum-Hermann verstand es unglaublich gut, sich in die Rolle der Schwester hineinzuversetzen und verlieh ihr in Mimik und Gestik ungeheures Leben."
"Mr Ströbele said that, according to the former NSA contractor's lawyer, Mr Snowden would not be able to return to Russia if he left.","Herr Strööbele sagte, dass Herr Snowden nach dem ehemaligen Unternehmerjuristen nicht in der Lage sei, wenn er nach Russland zurückkehren könnte.","Ströbele erklärte, dass laut dem Anwalt des früheren NSA-Mitarbeiters Snowden nicht nach Russland zurückkehren könne, wenn er das Land verlasse."
The crime had caused nationwide horror.,Das Verbrechen hatte landesweit einzigartige Schrecken verursacht.,Die Tat hatte landesweit Entsetzen ausgelöst.
"With the euro crisis, Project Europe is officially dead.",Mit der Eurokrise ist das Projekt Europa offiziell tot.,Mit der Eurokrise ist das Projekt Europa offiziell gestorben.
Perhaps the big difference between an adult author writing for an adult and an adult author writing for a child is the necessity for some sense of hope.,Vielleicht ist der große Unterschied zwischen einem Erwachsenen-Autor für einen Erwachsenen und einem Erwachsenen-Autor für ein Kind die Notwendigkeit für eine Hoffnung.,"Der vielleicht größte Unterschied zwischen einem erwachsenen Autor, der für Erwachsene schreibt, und einem Autor, der für Kinder schreibt, liegt in der Notwendigkeit, Hoffnung zu vermitteln."
There are now 201 cardinals.,Es gibt jetzt 201 Kartenanwälte.,Derzeit gibt es 201 Kardinäle.
"Pamela Anderson chops off those iconic blonde locks, debuts dramatic new pixie cut.","Pamela Anderson-Geschlag von diesen Ästhetik-Shows, debuts dramatische neue pixie Schnitt.",Pamela Anderson trennt sich von ihren legendären blonden Locken und tritt erstmals mit neuem Bubikopf auf.
"The darker the meat, the higher the pH value.","Das dunklere Fleisch, je höher der Wert des pH-Wertes.","Je dunkler das Fleisch, desto höher der ph-Wert."
It's a mystery I have yet to solve.,"Es ist ein Rätsel, das ich noch nicht gelöst habe.","Es ist ein Rätsel, das ich noch nicht lösen konnte."
"It is perfect, but it lies.","Es ist perfekt, aber es liegt.","Es ist perfekt, aber es lügt."
Ruby was taken to the vets for a check-up and was found to be fine other than exhaustion and dehydration.,"Ruby wurde zu den Veterinärmedizin für einen Check-up genommen und wurde gefunden, um sich als andere Feuerwehr und Dehydration zu befanden.","Ruby wurde zum Tierarzt zur Untersuchung gebracht, der aber außer Erschöpfung und Dehydrierung nichts feststellte."
Nothing is more quintessentially Halloween than haunted houses.,Nichts ist im wesentlichen Halloween-Status als ein Haus.,"Nichts gehört mehr zu Halloween als Häuser, in denen es spukt."
Of course he has already met with scepticism.,Natürlich hat er bereits mit Skepsis zu tun.,Natürlich wurde ihm aber auch schon Skepsis entgegengebracht.
The announcement by the Organization for the Prohibition of Chemical Weapons came one day ahead of the Nov.,Die Ankündigung der Organisation für den Verbot von Chemiewaffen kam einen Tag vor dem Nov.,Die Ankündigung der Organisation für das Verbot chemischer Waffen (OPCW) kam einen Tag vor dem Termin am
"At the time, a speaker for the court said that it could not be proven that the men had actually been involved in the bloody feud.","Ein Redner für das Gericht sagte damals, dass es nicht bewiesen werden könne, dass die Männer tatsächlich an den blutigen Fehden beteiligt waren.","Ein Gerichtssprecher sagte damals, es habe nicht bewiesen werden können, dass die Männer an der blutigen Fehde tatsächlich beteiligt gewesen seien."
"They themselves enjoy the fragrant, hot brew in a variet of formats.","Sie genießen die Düfteranten, heiße Becken in einem Varietäten.",Genießt das duftende heiße Gebräu in den verschiedensten Variationen selbst.
The charges filed by the US justice department include espionage and theft of government property.,Die von der US-Justizbehörde eingereichten Gebühren beinhalten Spionage und Diebstahl von Staatsbesitz.,Die vom US-Justizministerium erhobene Anklage umfasst Spionage und Diebstahl von Staatseigentum.
Executives also reassured analysts and media on Thursday the program was progressing according to schedule.,Führende Analysten und Medien beruhten am Donnerstag das Programm nach Plan.,"Die Unternehmensführung versicherte am Donnerstag gegenüber Analysten und Medien außerdem, das Programm liege im Terminplan."
GM recalls some new pickup trucks in U.S. to fix seatbacks,"GVO erinnert an einige neue Pick-Ladegeräte in US-Bargeld, um Sicherheitsrückgänge zu fixieren.",GM ruft neue Pickup-Trucks in den USA zur Reparatur der Sitzlehne zurück
"The second of five test planes is expected to take flight in the coming weeks, with the remainder following shortly after, the company said.","Die zweite der fünf Testflugzeuge wird voraussichtlich in den kommenden Wochen Flugzeiten mit dem Rest nach kurzer Zeit nach, sagte das Unternehmen.","Das zweite von fünf Testflugzeugen werde voraussichtlich in den nächsten Wochen starten, die restlichen kurz danach, hieß es von Unternehmensseite."
It gives them the time to do some tests and figure it out and a period of time before they write'male' or 'female.',"Es gibt ihnen die Zeit, einige Tests zu erstellen und es auszugeben und eine Zeit vor dem Schreiben ""männlicher"" oder ""weiblich"" zu schreiben.","Es verschafft ihnen die Zeit, verschiedene Tests zu machen und Dinge zu klären und gibt ihnen so Zeit, ehe sie „männlich“ oder „weiblich“ schreiben."
That will happen all through the flight program.,Das wird alles durch das Flugprogramm passieren.,Das geschieht während des gesamten Flugprogramms.
"Under the directorship of Hermann Schneider, the choir will be accompanied by the wind ensemble of the Frohsinn Tennenbronn Music Society, and by Noemi Lokodi on the organ.",Unter der Direkrolle von Hermann Schneider wird der Chor von der Frohsinn-Ensemble der Kinder-Dschungelmusikgesellschaft und von Noemi Lokodi auf der Orgel begleitet.,Unter der Leitung von Hermann Schneider wird der Chor von der Bläsergruppe des Musikvereins Frohsinn Tennenbronn und Noemi Lokodi an der Orgel begleitet.
"When Santiago sits arched over on the chair, tired of life, this is a genuine emotion for Janson.","Wenn Santiago auf dem Stuhl, müde des Lebens, überlagert, ist dies eine echte Emotion für Janson.","Wenn Santiago müde vom Leben gebeugt auf dem Stuhl sitzt, ist das bei Janson echt."
Some commentators have interpreted its use of force as the attempt of an ailing movement to win concessions and financial spoils from the government.,"Einige Kommentatoren haben ihre Anwendung von Gewalt als Versuch einer kränkelnden Bewegung interpretiert, Konzessionen und finanziellen Verursachen von der Regierung zu gewinnen.","Einige Kommentatoren haben den Einsatz von Gewalt als den Versuch einer kränkelnden Bewegung interpretiert, Zugeständnisse und finanzielle Vergünstigungen von der Regierung zu erwirken."
"I am Edward Joseph Snowden, formerly employed through contracts or direct hire as a technical expert for the United States National Security Agency, and Defense Intelligence Agency.","Ich bin Edward Snowden, früher in Verträgen oder direkten Mietvertragsverleih als Experte für die National Security Agency der Vereinigten Staaten und Verteidigungsinteressen.","Ich heiße Edward Joseph Snowden und war früher vertraglich bzw. über eine Direktanstellung als technischer Experte bei der National Security Agency (NSA), der Central Intelligence Agency (CIA) und der Defense Intelligence Agency (DIA) der Vereinigten Staaten beschäftigt."
"In total, they managed to increase the general contingency reserves by around EUR 2.1 million, to a total of EUR 4.9 million.","Insgesamt konnten sie die allgemeinen Kontingentierungsreserven um rund 2,1 Mio. EUR auf 4,9 Mio. EUR erhöhen.","Insgesamt konnte die allgemeine Rücklage um rund 2,1 Millionen Euro auf jetzt insgesamt 4,9 Millionen Euro gesteigert werden."
"""There is the risk that the compensation for Germans would be abolished at a later point in time,"" he said.","""Es besteht die Gefahr, dass die Entschädigung für Deutsche zu einem späteren Zeitpunkt abgeschafft wird"", sagte er.","""Es besteht die Gefahr, dass zu einem späteren Zeitpunkt die Kompensation für Deutsche gestrichen wird"", sagte er."
"From here there is a fascinating view of the world-famous skyline, which is particularly impressive in the evening light.","Von hier aus ist ein faszinierender Blick auf die weltberühmte Skyline, die sich besonders im Abendlicht eindrucksvoll zeigt.","Hier bot sich bereits ein faszinierender Blick auf die weltbekannte Skyline, welche im Abendlicht einen besonderen Reiz ausmacht."
Or instead conduct research into the origin of the cosmos?,Oder führen Sie stattdessen die Forschung in den Ursprung des Kosmos?,Oder lieber den Ursprung des Kosmos erforschen?
"First of all, US investment bank Goldman Sachs sent large quantities of incorrect purchase orders to the options markets due to technical problems.",Zunächst hat die US-Investmentbank Goldman Sachs aufgrund technischer Probleme große Menge an fehlerhaften Kaufaufträgen an die Möglichkeitenmärkte geschickt.,Zuerst hatte die US-Investmentbank Goldman Sachs wegen technischer Probleme massenhaft fehlerhafte Kaufaufträge an die Optionsmärkte geschickt.
Jumbo visits the home of Black Forest ham,Jumbo besuchen die Heimat des Schwarzwälderschächters,Jumbo besucht den Schwarzwälder Schinken
"The government blames Renamo for triggering the clashes, accusing it of attacking soldiers.","Die Regierung trifft Renamo, die Konflikte auszulösen, und beschuldigt ihn, dass sie angegriffen werden.","Die Regierung gibt Renamo die Schuld für die Zusammenstöße und beschuldigt die Organisation, Soldaten angegriffen zu haben."
"However, Director Fresacher seems to have little trust in the text.",Doch offensichtlich scheint der Direktor Fresacher wenig Vertrauen in den Text zu haben.,Dabei scheint Regisseur Fresacher dem Text wenig zu vertrauen.
Traffic lights permanently red: observe waiting time,Traffekte ständig rot: Warten Sie die Zeit beobachten Sie auf der Wartezeit.,Ampel auf Dauerrot: Auf Wartezeit achten
House fire in Helmbrechts: Rescue services retrieve charred body,House fire in Helmbrechts: Rückrufung der Dienstleistungen verkürzt Körperliche Erzeugnisse.,Wohnungsbrand in Helmbrechts: Rettungskräfte bergen verkohlte Leiche
"During the presentation, Wolf seemed impressed by the educational pilot project.",Während der Präsentation schien Wolf beeindruckt von dem Bildungspilotprojekt.,Dabei zeigte sich Wolf beeindruckt über die Modellprojekte zur Ausbildung.
"Frontier said passengers who get soda or juice can keep the whole can, and it will give coffee refills for free.","Frontier sagte Passagiere, die die Durchteilung oder Saft können das Ganze halten können, und es gibt Kaffeeabläufe kostenlos.","Das Unternehmen erklärte, dass Passagiere, die Limonade oder Saft kauften, die ganze Dose behalten dürften und Kaffee gratis nachgefüllt werde."
The man reported that he was then himself taken to a safety area.,"Der Mann berichtete, er sei dann in einen Sicherheitsbereich gegangen.","Danach sei er selbst in einen Sicherheitsbereich gebracht worden, berichtete der Mann."
The most recent incident is the latest in a series of both small and large breakdowns suffered by the stock exchange operator.,"Der jüngste Zwischenfall ist die neueste in einer Reihe von kleinen und großen Zusammenbruchs, die der Börsenbetreiber erlitten hat.",Der jüngste Zwischenfall setzt eine ganze Serie von kleineren und größeren Pannen bei dem Börsenbetreiber fort.
This may include potential illegal spying activities.,Dies kann auch mögliche illegale Spionageaktivitäten umfassen.,Dazu kommen mögliche illegale Ausspäh-Aktionen.
"The SNP government in Scotland is - remarkably-- the most successful anti-austerity political movement in Europe, having won a spectacular majority in 2011 on the basis of opposing the cuts proposed (and implemented) by Labour's chancellor Alistair Darling and the subsequent Tory-Lib Dem coalition.","Die SNP-Regierung in Schottland ist bemerkenswert - die erfolgreichste politische Bewegung der Spaltung in Europa, die 2011 aufgrund der Ablehnung der vorgeschlagenen Kürzungen der Labour-Republik-Republik als oder der anschließenden konservativen Anti-Lib-Bündnisfeld.","Die SNP-Regierung in Schottland ist – bemerkenswerterweise – die erfolgreichste politische Bewegung gegen die Sparpolitik in Europa und hat 2011 eine spektakuläre Mehrheit aufgrund der Ablehnung der vorgeschlagenen (und vorgenommenen) Kürzungen gewonnen, die der Labour-Finanzminister Alistair Darling und die nachfolgende Tory-Lib Dem-Koalition zu verantworten hatten."
"On the Sunday the children will also be able to enjoy the clown, Otsch, who will be doing pranks with the museum guests from 11.00 a.m.","Am Sonntag können die Kinder auch den Clowns, Otsch, die mit den Museen von 11.00 Uhr morgens zu den Museen prätkindern.","Zusätzlich dürfen sich alle Kinder am Sonntag auf den Clown Otsch freuen, der seinen Schabernack ab 11 Uhr mit den Museumsgästen treibt."
The Town Councils have decided that the answer is yes.,"Die Stadtbeaufsichtigungen haben beschlossen, die Antwort sei ja.","Ja, haben die Gemeinderäte beschlossen."
This week I was reading the portion of the book describing how Obama suffered a huge loss to Clinton in the Pennsylvania primary.,"Diese Woche war ich mit dem Teil des Buches, der beschrieb, wie Obama in der Hauptstadt Pennsylvania einen enormen Verlust an Clinton erlitt.","Diese Woche las ich einen Abschnitt in dem Buch, der beschreibt, wie Obama einen schweren Verlust gegen Clinton bei den Vorwahlen in Pennsylvania einstecken musste."
Kenya media drew the ire of authorities by broadcasting security camera footage of troops who were dispatched to the scene of the attack purportedly robbing the upmarket mall.,"Die Kenia-Medien führten den Zorn der Behörden durch das Senden von Sicherheitskameras Filmmaterial von Truppen, die zur Szene geschickt wurden, die angeblich das Angebot auf den Markt zurückgibt.","Die kenianischen Medien zogen den Zorn der Behörden auf sich, weil sie Aufnahmen von Sicherheitskameras veröffentlichten, auf denen zu sehen war, wie die an den Tatort entsandten Einheiten angeblich das luxuriöse Einkaufszentrum ausraubten."
"When the year comes to an end in just eight weeks, the anniversary year will be upon us.","Wenn das Jahr in nur acht Wochen endet, wird das Jubiläumjahr an uns.","Wenn in gut acht Wochen das Jahr zu Ende geht, steht das Jubiläumsjahr an."
"In a joint meeting on Saturday, the committees from Haslach, Hofstetten, Mühlenbach, Fischerbach, Steinach and Welschensteinach prepared for the changes.","In einem gemeinsamen Treffen am Samstag präsentierten die Ausschüsse Haslach, Hofstetten, Mühlenbach, Fischerbach, Steinach und Welschensteinach auf die Veränderungen.","In einer gemeinsamen Sitzung bereiteten sich am Samstag die Gremien aus Haslach, Hofstetten, Mühlenbach, Fischerbach, Steinach und Welschensteinach auf die Veränderungen vor."
"On the other eleven options markets, including two also operated by Nasdaq OMX, business continued as normal.","Auf den anderen elf Märkten, darunter zwei, von Nasdaq OMX betriebene Märkte, setzte sich die Business fortwährend als normal.","Die anderen elf US-Optionsmärkte, darunter auch zwei der Nasdaq OMX, setzten ihr Geschäft ungehindert fort."
Therefore the experience of the Stiftung Warentest consumer study is also that elderly people in particular would accept inconveniences and limitations just to be able to remain in their usual environment.,"Deshalb ist die Erfahrung der Stiftung Warentest Verbraucherstudie auch darin bestehen, dass insbesondere ältere Menschen die Unannehmlichkeiten und Beschränkungen akzeptieren, die es nur erlauben, in ihrer üblichen Umgebung zu bleiben.","Deshalb würden gerade ältere Menschen häufig auch Unbequemlichkeiten und Einschränkungen in Kauf nehmen, nur um in ihrer gewohnten Umgebung bleiben zu können, das ist auch die Erfahrung der Stiftung Warentest."
"Following suggestions from the population, the of the valley in the area of the cottage was to be cleared, said Mayor Helmut Kaiser.","Nach den Vorschlägen der Bevölkerung sollte das Tal im Gebiet des Hützes geschlagen werden, sagte Bürgermeister Helmut Kaiser.","Aufgrund von Anregungen aus der Bevölkerung sollte an diesem Tag im Bereich der Hütte der Blick ins Tal freigeschnitten werden, sagte Bürgermeister Helmut Kaiser."
"It will without doubt be a long path, but the chief nuclear negotiator is satisfied with the negotiation process and is also optimistic that both sides will come to a solution in the end.","Es wird ohne Zweifel ein langer Weg sein, aber der oberste Atomunterhalt ist mit dem Verhandlungsprozess zufrieden und ist auch optimistisch, dass beide Seiten am Ende zu einer Lösung kommen.","Es wäre zwar noch ein langer Weg, aber der Atomchefunterhändler sei mit dem Verhandlungsprozess zufrieden und auch optimistisch, dass am Ende beide Seiten zu einer Lösung kommen."
"The mining magnate, who is in a dispute about paying a $6 million carbon tax bill, made the claim as he tried to brush off questions about whether he had a conflict.","Die Bergbauvide, die in einem Streit um die Zahlung eines Steuerzahlers von 6 Millionen US-Dollar ist, machte den Anspruch, als er versuchte, Fragen zu beantworten, ob er einen Konflikt hatte.","Der Bergbaumagnat, der sich in einer gerichtlichen Auseinandersetzung über die Zahlung von 6 Millionen Dollar an CO2-Steuer befindet, stellte die Behauptung auf, als er Fragen vom Tisch wischen wollte, ob er sich in einem Konflikt befände."
Arctic Monkeys postpone Glasgow gig due to Alex Turner's illness,Arctic Monkeys Verschiebunggarden Glasgow durch die Krankheit von Alex Turner,Arctic Monkeys verschieben Auftritt in Glasgow wegen der Erkrankung Alex Turners
"Besides coal imports, Rhenus Midgard is also active in the field of wind park logistics, among other ventures.","Neben den Kohleimporten ist Rhenus Midgard auch im Bereich der Wind-Logistik, unter anderem auch in anderen Unternehmen tätig.",Neben dem Kohleimport setzt Rhenus Midgard unter anderem auf Windanlagen-Logistik.
"From the exhibition vestibule, a tunnel leads to the preserved Roman sewer, measuring around 120 metres in length.","Von der Ausstellung Vestibule führt ein Tunnel zur erhaltenen römischen Kanalisationskreation, die Länge um 120 Meter.","Vom Vorraum der Ausstellung führt ein Tunnelzugang zum römischen Abwasserkanal, der hier auf rund 120 Metern Länge erhalten ist."
"However, theoretically, it is possible.",Allerdings ist es theoretisch möglich.,Theoretisch ist das aber möglich.
The 40-year-old said that he is taking the complaints very seriously and has therefore been in touch with those affected.,"Der 40-jährige sagte, er nehme die Beschwerden sehr ernst und hat daher mit den Betroffenen in Kontakt gesetzt.","Er nehme die Klagen sehr ernst und habe deshalb Kontakt aufgenommen mit den Betroffenen, sagt der 40-Jährige."
The specific figures must now be calculated before the municipal energy cmpany can inform its customers of the precise price increase next week.,"Die spezifischen Zahlen müssen jetzt berechnet werden, bevor die städtische Energie cmpany seinen Kunden über den genauen Preisanstieg nächste Woche informiert.","Nun müssten die konkreten zahlen errechnet werden, bevor die Stadtwerke nächste Woche ihre Kunden über die exakte Preiserhöhung informieren könnten."
Chips are available everywhere!,Chips sind überall verfügbar!,Pommes gibt es überall!
"""Cell phones, that really is an issue, not just because potentially it could create interference with navigational devices, but we do know, according to the FCC, that it could interfere with cell phone towers when they're in the air,"" Rosenker said.","""Mobiltelefone, das ist wirklich eine Angelegenheit, nicht nur, weil es potenziell könnte Eingriffe mit Navigationsgeräten schaffen, aber wir wissen, dass es laut FCC, dass es könnte, wenn sie in der Luft,"" Rosenker sagte.","„Handy sind wirklich ein Problem, nicht nur weil sie potenziell Störungen bei Navigationsgeräten verursachen könnten, sondern weil wir von der FCC wissen, dass die Übertragung aus der Luft auch Sendemasten stören kann“, so Rosenker."
"Prosecutor Andrew Edis QC told the Old Bailey that the News of the World heard a false rumour in May 2005 that Clarke was seeing his ""attractive special adviser,"" Hannah Pawlby.","Die erste Version des US-amerikanischen Schauspielers Charles Edis QC war ein US-amerikanischer Ruf, der in der Vergangenheit als ""einzigartiges Ereignis"" bekannt war.","Staatsanwalt Andrew Edis QC erklärte dem Gericht im Old Bailey, News of the World habe im Mai 2005 ein falsches Gerücht dahingehend gehört, dass Clarke ein Verhältnis mit seiner „attraktiven Sonderberaterin“ Hannah Pawlby hätte."
"If you're looking for extra credit, call Tim and Susan Mathisdon in Napa, Calif., and try to carve up their 2,032 pound pumpkin.","Wenn Sie nach zusätzlichen Krediten, rufen Sie Tim und Susan Mathisdon in Napa, Kalifornien, und versuchen Sie ihr 2,kens geschlossenes Pfund Kürzel zu erreichen.","Wenn Sie richtig punkten möchten, dann rufen Sie Tim und Susan Mathisdon in Napa, Kalifornien an und schnitzen Sie etwas Hübsches aus ihrem 921 Kilo schweren Kürbis."
"Here we find the residence of what was once the most powerful man to the north of the Alps, the Praetor of the CCAA.","Hier findet man die Residenz des einst mächtigsten Mannes im Norden der Alpen, der Praetor des CCAA.","Wir erleben hier den Amtssitz des einst mächtigsten Mannes nördlich der Alpen, des Prätors der CCAA."
