input,candidate,reference
"As part of the anniversary celebrations, a number of events are planned both in Geisingen and Kirchen-Hausen.",Im Rahmen der Jubiläen werden zahlreiche Veranstaltungen sowohl in Geisingen und Kirchen-Hausen geplant.,"Im Rahmen des Jubiläums sind etliche Veranstaltungen sowohl in Geisingen, als auch in Kirchen-Hausen geplant."
"The parents of a Georgia teenager, whose body was found inside a rolled-up wrestling mat in his high school gym, believe their son was murdered, the family's attorney said Thursday.","Die Eltern eines georgischen Teenager, dessen Körper in einem Rollstuhl in seinem Gymnasiasten-Train, dessen Sohn ihren Sohn ermordet hat, ermordet wurde, ermordeten die Familieanwalt Donnerstag.","Die Eltern des Teenagers, dessen Leiche in einer zusammengerollten Ringermatte in der Turnhalle seiner High School gefunden wurde, sind überzeugt, dass ihr Sohn ermordet wurde, erklärte der Anwalt der Familie am Donnerstag."
Users on Twitter published photos of a SWAT officer and a weapon lying on the ground.,"Benutzer auf Twitter-Bilder von einem Offizier und einer Waffe, die auf dem Boden liegen.",Nutzer auf Twitter veröffentlichten Fotos von einem Spezialeinsatzkommando und einem auf dem Boden liegenden Gewehr.
What was the cause of death?,Was war die Ursache für den Tod?,Was war die Todesursache?
"Recommendations for drug or hormone therapy are based on the child's age, rate of development, growth rate and emotional maturity.","Empfehlungen für die Drogen- oder Hormontherapie basieren auf dem Alter, der Entwicklung von Entwicklung, Wachstumsrate und emotionale Reife.","Die Empfehlungen für eine medikamentöse oder hormonelle Therapie orientieren sich am Alter des Kindes, der Entwicklungsgeschwindigkeit, der Wachstumsrate und der emotionalen Reife."
"This shows the ""desperation"" of the drug gangs, whose traditional routes have now been cut off, said Bill Sherman of the DEA Drug Squad in San Diego.","Dies zeigt die ""Wüste"" der Drogenbanden, deren traditionelle Strecken nun abgeschnitten wurden, Bill of therograph of the Drug Mills in San Diego.","Dies zeige die ""Verzweiflung"" der Drogenbanden, deren traditionelle Routen inzwischen abgeschnitten seien, sagte Bill Sherman von der Drogenfahndung DEA in San Diego."
"The stakes are high for the fast-growing economy as the discovery of huge offshore gas reserves and coal deposits in the northwest could bring in more than $50bn of investment over the next few next years from companies including Rio Tinto, Vale of Brazil, Eni of Italy and Anadarko of the US.","Die Einsätze sind für die schnell wachsende Wirtschaft als die Entdeckung riesiger Offshore-Gas-Gesellschaft und Kohleschutzüberschuss in Nordwesten könnten in den nächsten kommenden Jahren Investitionen von über 50 Milliarden Dollar erzielen, während sich die nächsten Unternehmen Tins Tinto, Brasilien, Eni Eni Enzoi und Ano Ano Ano auf die USA befinden.","Für die schnell wachsende Wirtschaft steht viel auf dem Spiel, denn die Entdeckung riesiger Gasvorkommen vor der Küste und Kohlelager im Nordwesten könnte in den nächsten Jahren Investitionen von über 50 Milliarden US-Dollar von Firmen wie Rio Tinto, Vale aus Brasilien, Eni aus Italien und Anadarko aus den USA ins Land bringen."
"However, the Rhineland team have already been refused the licence twice.",Das Rheinland-Teams wurde jedoch bereits zweimal verweigert.,Bisher wurde den Rheinländern die Lizenz aber zweimal verweigert.
"""Campaigns don't spend the kind of money on polling and focus groups unless they're seriously considering something,"" Martin said on AC360.","""Kampagnen verbringen nicht die Art von Geld auf den Wahllokal und Fonzppen, es sei denn, dass sie etwas Gedanken überlegen"", sagte Martin, auf den AC360.","„In Kampagnen wird nicht so viel Geld für Umfragen und Fokusgruppen ausgegeben, wenn man nicht ernsthaft über etwas nachdenkt“, erklärte Martin auf AC360."
"Frontier has a loyal base of customers in its home city of Denver, but its business is shrinking and losing money.","Frontier hat eine treue Basis von Kunden in der Stadt Denver, aber sein Geschäft schrumpfen und verlieren.","Frontier verfügt über einen treuen Kundenstamm an seinem Sitz in Denver, doch das Geschäft schrumpft und das Unternehmen verliert Geld."
"Barbar Ritter, Chair of the Committee in the Schutterwald-Neuried pastoral care unit, has practical experience of a joint committee for five parishes.","Barbar Ritter, Vorsitzender des Ausschusses im Schutter-Neuriede Pflege-Gebiet, hat praktische Erfahrungen mit einem gemeinsamen Ausschuss für fünf Parlamentsabgeordneten.","Praktische Erfahrung mit einem gemeinsamen Gremium für fünf Pfarreien schilderte Barbar Ritter, die Vorsitzende des Gremiums in der Seelsorgeeinheit Schutterwald-Neuried."
"As an immediate measure, Watzke prohibited the Ultras from organising choreography for the home match against VfB Stuttgart.",Als unmittelbarer Maßnahme verbot Watzke die Ultras von der Veranstalterinrafie für die Heimat zu den Heimat gegen VfB Stuttgart.,Als Sofortmaßnahme untersagte Watzke den Ultras eine Choreographie für das Heimspiel gegen den VfB Stuttgart.
The secret of the ham is the mix of herbs combined with salt.,Das Geheimnis der Schinken ist die Mischung von Kräutern mit Salz.,Das Geheimnis des Schinkens ist die Gewürzmischung mit dem Salz.
You could call him the Dostoevsky of the USA.,Sie könnten ihn den Dostoevsky der USA nennen.,Man könnte ihn den Dostojewski der USA nennen.
"U.S. Attorney Michael Moore said Thursday he is conducting a formal investigation into Johnson's death, noting that several key questions remain unanswered.","U.S. Attorney Michael Moore sagte Donnerstag, dass er eine formelle Untersuchung des Todes von Johnson durchführt, dass mehrere Schlüsselfragen offen bleiben.","US-Staatsanwalt Michael Moore sagte am Donnerstag, es werde eine formelle Ermittlung zum Tod Johnsons geben, da eine Reihe wichtiger Fragen noch ungeklärt seien."
I have been invited to write to you regarding your investigation of mass surveillance.,"Ich wurde aufgefordert, Ihnen bezüglich der Untersuchung von Massenüberwachungen zu schreiben.","Ich wurde gebeten, Ihnen bezüglich Ihrer Untersuchung zur Massenüberwachung zu schreiben."
"This is the well of the old cathedral, which is barely noticed at all these days.","Dies ist der Brunnen der alten Kathedrale, der sich in all diesen Tagen kaum bemerkte.","Das ist der Brunnen des alten Domes, der leider auch kaum wahrgenommen wird."
"Thanks to the mooring basin to the front of the terminal, sunken to a depth of 18.5 metres, it has for some time now been possible to unload Capesize bulk carriers here.","Dank der Anlegestelle der Meeresbucht, die eine Tiefe von 18,5 Metern hat, konnte es jetzt einige Zeiten zu unübersichtlichen Capesattelunternehmen geben.","Dank der auf 18,5 Meter vertieften Liegewanne vorm Terminal können längst auch Capesize-Bulkcarrier hier abgefertigt werden."
Specialist Technical Rescue Officer Andy Clayton said: 'She was in a precarious situation.,"Spezialistische Technische Rettungsankerin Andy Clayton sagte: ""Sie war in prekären Situationen.","Andy Clayton, Spezialist des technischen Rettungsteams, sagte: „Sie war in einer gefährlichen Lage."
"On Sunday, the team heads back to the city, tired but proud of their work.","Am Sonntag, den 25. Juni, sind die Mannschaftscheine zurück in die Stadt zurückgelegt, aber stolz auf ihre Arbeit.","Am Sonntag fährt das Team dann zurück in die Stadt, müde, aber stolz auf die geleistete Arbeit."
"This was the subject of controversial discussion in the Town Council, as some council members cast doubt over the need to widen the road: Thomas Kipp summarised the perspective of the critics with this statement: ""Do we have to hand over so much money on account of so few vehicles?""","Dies war das Thema kontroverser Diskussionen im Rathaus, da einige Mitglieder des Rates Zweifel an der Notwendigkeit zu zweifeln, den Weg zur Erweiterung zu vergrößern: Thomas Kippt die Perspektive der Kritik mit dieser Aussage: ""Wir müssen uns über so viele Geldautomaten so viel Geld verdienen, wie wir uns mit dieser Frage befassen können"".","Dies wurde im Gemeinderat kontrovers diskutiert, da einige Räte die Notwendigkeit einer Straßenverbreitung in Zweifel zogen: Thomas Kipp brachte mit seiner Äußerung die Stimmung der Kritiker auf den Punkt: ""Müssen wir wegen so wenigen Fahrzeugen so viel Geld in die Hand nehmen?"""
"For this reason, a traditional email is more like an open postcard than a sealed letter.",Deshalb ist eine traditionelle E-Mail mehr wie eine offene Postkarte als ein versiegelter Brief.,Daher entspricht eine herkömmliche E-Mail eher einer offenen Postkarte als einem versiegelten Brief.
"Among others, the question was raised as to why embankments and detention reservoirs are no longer planned to protect the location.","Unter anderem wurde die Frage gestellt, warum die Präfektur und die Haftbehörden keine geplante Absicherung des Standorts mehr voraussehen.","Unter anderem wurde in Frage gestellt, warum nicht mehr Dämme und Rückhaltebecken zum Schutz des Ortes geplant seien."
"Australian authorities rushed the man to Christmas Island Hospital, where he died.","Die örtlichen Behörden haben den Mann auf der Insel Weihnachtsklinik überwunden, wo er starb.","Australische Behörden brachten den Mann in das Christmas Island Hospital, wo er starb."
"At the front, dresses with numerous ruffles and embroidery are in, often with a veil, while to the rear they run down the back and often end in a train.","Vorne, Kleider mit zahlreichen Streifen und Stickereien, oft mit einem Schleier, während die hintereinander hinten, hinten hinabfahren und in einem Zug einzahlen.","Vorne sind die vielfach gerüschten und mit Stickereien versehenen Kleider geschlossen, oft mit einem Schleier, hinten hingegen gehen sie den Rücken hinab und enden oft in einer Schleppe."
"""On both days, adults and children alike can learn various traditional handicrafts,"" said the press release.","""Auf beiden Tagen, Erwachsene und Kinder können auch traditionelle Handwerksarbeit"" lernen"", sagte die Presseerklärung.","""Groß und Klein können an beiden Tagen verschiedene alte Handwerke erlernen"", heißt es in der Pressemitteilung."
"A deed was drafted in Kirchen, in which both towns are mentioned.","In Kirchen wurde eine Tat erarbeitet, in der beide Städte erwähnt werden.","In Kirchen wurde eine Urkunde gefertigt, in der beide Orte erwähnt sind."
The new vaccine contains a harmless virus that has been engineered to carry the genetic information to make anti-nicotine antibodies.,"Der neue Impfstoff enthält ein harmloses Virus, das auf die genetischen Informationen zur Antikörperreikörperantik hinweist.","Der neue Impfstoff enthält einen harmlosen Virus, der so verändert wurde, dass er die genetischen Informationen zur Herstellung von Nikotin-Antikörpern enthält."
"""This expense has now been offloaded,"" Maier was glad to say.","""Diese Kosten waren nun abgeplottet"", wurde von Maier gern gesagt.","""Dieser Aufwand ist nun weg"", freut sich Maier."
"""It's two big men (Guebuza and Dhlakama) butting heads together,"" said Joseph Hanlon, a lecturer at the Open University and Mozambique expert.","""Es ist zwei große Männer (Guebuza und Dhlakama) zusammenkommen, sagte Joseph Hanlon, ein Dozent an der Universität Open und ein Experte an der Universität Mozambique.","„Wir haben hier zwei erwachsene Männer (Guebuza und Dhlakama), die die Köpfe zusammenstoßen“, meint Joseph Hanlon, Dozent an der Open University und Mosambik-Experte."
The street that is fast becoming a'restaurant mile'.,"Die Straße, die sich zu einem'restaurant Meilen-Meilen-Gast' wird.","Der Straße, die sich mehr und mehr zu einer Gastronomiemeile entwickelt."
"Nick Kroll rose to prominence on a deep-cable sitcom (FXX's gleefully raunchy fantasy-football-themed ""The League"") and now has his own Comedy Central sketch show.","Nick Kroll stieg auf einem tief-cablem-Produkt (FXXXXs, schwarz rasierten Phantasie-Fußball-Skandal) und hat nun seine eigene Comedy-Kommandoskizide-Show.",Nick Kroll wurde mit einer Sitcom im Kabelfernsehen bekannt (die ironisch-schlüpfrige Fantasy-Football-Serie „The League“ auf FXX) und hat jetzt seine eigene Sketch-Show auf Comedy Central.
"""There were no neurosurgeons in Cameroon,"" Georges Bwelle said.","""Es wurde kein Neurochirurg, Georges Bwwwelle.","„Es gab keine Neurochirurgen in Kamerun“, so Georges Bwelle."
"In his day, Hansjakob expressed his criticism of the institutional church, as well as his concerns regarding the excesses in the rural economy, the consequences of industrialisation and the effects of the war.","In seinem Tag brach Hansjak seine Kritik an der institutionellen Kirche aus, sowie seine Besorgnis über die Exzesse der ländlichen Wirtschaft, die Folgen der Industrialisierung und die Auswirkungen des Krieges.","Seine Kritik an der Amtskirche hatte Hansjakob damals genauso geäußert, wie seine Bedenken über die Auswüchse in der Landwirtschaft, die Folgen der Industrialisierung oder die Auswirkungen des Krieges."
Trainer Tomasz Malmon will not let there be any doubt of this fact.,Die Leitung von Tomasz Malmon wird es nicht zweifeln lassen.,Daran lässt Trainer Tomasz Malmon überhaupt keine Zweifel.
"Behind the dispute is a race for plane orders with at least $700-billion of estimated business at list prices in coming decades, enough to tip the scales of U.S. and European exports.","Hinter dem Streit steht ein Rennen für Flugzeugaufträge mit mindestens 700 Milliarden US-Dollar angekündigt, die in den kommenden Jahrzehnten aufgeführt werden, um die Spitze der US- und europäischen Exporte zu genügen.","Hinter der Auseinandersetzung steht ein Rennen um Flugzeugbestellungen mit einem geschätzten Volumen von mindestens 700 Milliarden US-Dollar nach Listenpreisen in den kommenden Jahrzehnten, was sich nachhaltig auf die Exportbilanz der USA oder Europas auswirken könnte."
Wonks call it a mileage-based user fee.,Wonks rufen eine Meilensteuer-basierte Benutzergebühr an.,Bürokraten bezeichnen es als meilenbasierte Benutzergebühr.
"Ditta denied wrongdoing and claimed: ""If I was a corrupt lawyer, which I am not, and I wanted to feed information to Mr Scarborough, I would not wait 15 hours, I would do it immediately.""","Ditta hat Verweigerung und behauptet: ""Wenn ich ein korrupter Jurist war, was ich nicht bin, und ich wollte Informationen an Herrn Scarborough zu halten, würde ich nicht 15 Stunden warten, würde ich es unverzüglich tun.""","Ditta wies jedes Fehlverhalten von sich und behauptete: „Wenn ich ein korrupter Anwalt wäre, was ich nicht bin, und Informationen an Scarborough weitergeben wollte, dann würde ich keine 15 Stunden warten, sondern das sofort tun.“"
"Chatting with many people passing by the ""construction site"", it became clear that many citizens believe the execution of the project would make things much better for the town, although many have the same questions as the citizen's initiative regarding the scale of the planned project.","Chatte mit vielen Personen, die durch die ""Konstruktion"" verabschiedet wurden, wurde deutlich, dass viele Bürgerinnen und Bürger die Hinrichtung des Projekts die Dinge viel besser machen würden, obwohl viele gleiche Fragen die Bürgerinitiative über das Ausmaß des geplanten Projekts haben.","Im Gespräch mit vielen Passanten vor der ""Baustelle"" wurde deutlich, dass manche Bürger glauben, dass es mit der Verwirklichung des Projektes der Stadt vielen besser gehen werde, obwohl nicht wenige die gleichen Fragen an die Dimension des vorgestellten Projekts haben wie die BI."
"The reconstruction of the railway crossing at the Trautwein tannery could, on the other hand, bring with it an entirely different problem with regard to access to the steep ""Geroltzhäuser Weg"".","Die Wiederaufbau des Eisenbahnübergangs im Trauttwein konnte auf der anderen Seite ein völlig anderes Problem mit dem Zugang zu den steilen ""Gerichtshof Wegweben"" bringen.","Der Umbau des Bahnübergangs bei der Gerberei Trautwein könnte dagegen ein ganz anderes Problem nach sich ziehen, das die Zufahrt in den stark ansteigenden ""Geroltzhäuser Weg"" betrifft."
"""No one will ever know,"" wrote Nation journalist Mutuma Mathiu, describing the Kenyan media as a key source of checks and balances in public life.","""Niemand wird jemals wissen,"" schrieb Journalist Mutuma Mathiu, die kenianische Medien als eine Schlüsselfaktoren von Checks und öffentlichen Leben beschreibt.","„Keiner wird es jemals erfahren“, schrieb Mutuma Mathiu, Journalist bei der Nation, der die kenianischen Medien als einen entscheidenden Kontrollfaktor im öffentlichen Leben bezeichnet."
"More than three hours into the hearing, Long repeatedly pressed Sebelius on why the ""architect"" of the Affordable Care Act has not voluntarily forgone government-sponsored insurance to purchase a plan through HealthCare.gov, which she is now pitching to millions of Americans.","Mehr als drei Stunden in das Hörvergnügen drückte Sebel wiederholt darauf, warum der ""Architekt"" der ""Titelgeschäft"" nicht vergessen hat, dass Regierungsbetrug nicht vergisst, einen geschäftlichen Versicherungskauf durch HealthCare.gov.gov.","Nach mehr als drei Stunden Anhörung bedrängte Long Sebelius wiederholt mit der Frage, warum die „Architektin“ des Affordable Care Acts nicht freiwillig auf eine staatlich geförderte Versicherung verzichtet habe, um selber einen Tarif bei HealthCare.gov abzuschließen, den sie nun Millionen von Amerikanern verkaufen wolle."
"After an eight-hour flight, they headed straight for Brooklyn Bridge, via which the heart of the city, Manhattan, can be reached on foot.","Nach einer achtstündigen Flugstrecke gelangen Sie zu Brooklyn Bridge, durch die das Herz der Stadt, das Sie zu Fuß erreichen können.","Nach acht Stunden Flug ging es gleich los zur Brooklyn Bridge, über die zu Fuß das Herz der Stadt, Manhattan, erreicht wurde."
"""I am so happy when I am doing this work,"" Bwelle said.","""Ich bin so glücklich wie ich, diese Arbeit zu tun,"" sagte Bwelle.","„Ich bin so glücklich, wenn ich diese Arbeit mache“, meint Bwelle."
Anna's email program or browser first sends the mail to her service provider's mail server.,Anna's E-Mail Programm oder Browser-Besucher sendet die Mail an ihren Mailserver.,Das E-Mail-Programm oder der Browser von Anna schickt im ersten Schritt die Mail an den Mail-Server ihres Service-Providers.
"Among other measures, the protection concept, which (we reported) has already been presented to the Town Council during the past week, plans local measures in the tributary to the River Irm, running from the Stammheim Valley.","Unter anderem wurde der Begriff des Schutzes, der in der vergangenen Woche bereits dem Rat der Stadt vorgestellt wurde, in den lokalen Maßnahmen vorgesehen, die von der Stammheim-Mittelmeer-Tal stammt, in den nächsten Wochen vorgesehenen Maßnahmen vorgesehen.","Unter anderem sieht das Schutzkonzept, das bereits in der vergangenen Woche im Gemeinderat präsentiert wurde (wir berichteten) lokale Maßnahmen im Zufluss des Flüsschens Irm aus dem Stammheimer Tal vor."
I will spare no effort to implement the mandate given to me by member states to realise our vision of sustainable development goals that build on the success of the MDGs.,"Ich werde keine Mühe machen, das Mandat, das mir von den Mitgliedsstaaten erteilt wurde, um unsere Vision von nachhaltigen Entwicklungszielen zu verwirklichen, die auf den Erfolg der Millennium-Entwicklungsziele aufbauen.","Ich werde keine Mühen scheuen, dieses mir von den Mitgliedsstaaten erteilte Mandat umzusetzen, um unsere Vision der nachhaltigen Entwicklungsziele zu verwirklichen, die auf dem Erfolg der Millenniumsziele aufbauen.“"
"In total, EUR 15,000 of material damage was caused, announced the police.","Insgesamt wurden 15.000 Schäden an materieller Stelle verursacht, die Polizei wurde bekannt gegeben.","Insgesamt entstand rund 15000 Sachschaden, teilte die Polizei mit."
"Instead, he believes that they dogs have learned from experience what moves they should and shouldn't feel worried about.","Stattdessen glaubt er, dass sie Hunde aus Erfahrungen gelernt haben, was sie bewegt und sollten sich nicht besorgt fühlen.","Er ist vielmehr überzeugt, dass die Hunde aus Erfahrung gelernt hätten, bei welchen Bewegungen sie sich Sorgen machen sollten und wann nicht."
"A biosphere area offers the chance for sustainable economic and ecological development on the basis of the internationally recognised Unesco status, and thus offers an extension to what has been achieved thus far with the Life Project and the previous care days.","Ein Biosphärenraumbereich bietet die Chance, auf der Grundlage des international anerkannten Status anerkannter international anerkannter Unesco zu einer nachhaltigen Entwicklung zu werden und bietet damit eine Erweiterung des bisherigen Projekts und der vorhergehenden Tage.",Ein Biosphärengebiet biete auch die Chance zu nachhaltiger ökonomischer wie ökologischer Entwicklung auf der Basis des international anerkannten Unesco-Status und somit eine kontinuierliche Ergänzung des mit dem Life-Projekt sowie den bisherigen Pflegetagen Erreichten für die Zukunft.
Managing director Graham Turner said Flight Centre had made 8 per cent profit in the first half and had started the second half strongly especially in Australian and UK non-business travel.,"Der Geschäftsführer von Managern, Graham Turner, sagte: „Das Zentrum für Luft- und Raumfahrt, das in der Regel nicht zu sehr auf die Bedürfnisse der Kunden zuging, sollte sich die Zahl der ersten und auch in Deutschland.","Wie Geschäftsführer Graham Turner bekannt gab, erzielte Flight Centre im ersten Halbjahr acht Prozent Gewinn und verbuchte einen starken Start ins zweite Halbjahr, besonders im australischen und britischen Privatgeschäft."
US Airways briefly tried charging for beverages in 2008 but backed down seven months later after passengers complained and no other major airline followed.,"Die US Airways kurz danach versuchte, Getränke für Getränke 2008 zu erhalten, aber nach sieben Monaten später kamen sieben Monate später nach Passagieren und keine andere Hauptgesellschaft gefolgt.","US Airways hatte 2008 kurzzeitig versucht, für Erfrischungsgetränke Geld zu verlangen, machte dies aber sieben Monate später wieder rückgängig, nachdem sich Passagiere beschwert hatten und keine andere große Gesellschaft nachgezogen war."
"Due to the political unrest in the country, it has not been possible to make as many journeys as planned, but for this reason, many local doctors have come to Germany, to sit in on lectures on a variety of topics.","Aufgrund der politischen Unruhen im Land war es nicht möglich, so viele Reisen wie geplant zu machen, aber aus diesem Grund haben viele Ärzte in Deutschland zu einem Vortrag über verschiedene Themenbereiche geführt.","Aufgrund der politischen Unruhen im Land konnte man nicht so viele Reisen wie geplant unternehmen, aber dafür kamen viele Mediziner nach Deutschland, um hier in verschiedenen Bereichen zu hospitieren."
Co-operation with other like-minded countries will be easier in a non-federal Europe of the Nations.,Die Zusammenarbeit mit anderen Ländern wird in einem nichtföderalen Europa der Nationen leichter zu machen sein.,"Die Kooperation mit anderen, ähnlich denkenden Ländern ist in einem nicht föderierten Europa der Nationen einfacher."
"""I'm hopeful the federal assistance package will go a long way towards taking the state's public health system off the critical list,"" Mr Wilkie said.","""Ich bin der Hoffnung, dass das föderale Paket der Bundeshilfe für Staatsanleihen weit davon entfernt ist, die kritische Liste der Staatsanleihen aufzugreifen"", sagte Herr Wilkie.","„Ich bin zuversichtlich, dass die Bundeshilfen einen großen Beitrag dazu leisten werden, das öffentliche Gesundheitssystem des Bundesstaates von der Sorgenliste zu nehmen“, sagte Wilkie."
"According to the Daily Nation, ""even one fine is enough to cripple most FM stations.""","Nach der Daily Nation, ""auch eine feine feine ist genug, um die meisten FM-Stationen zu verkleinern.""",Laut Daily Nation kann „schon eine einzige Strafe die meisten Radiosender in den Bankrott drängen“.
"If you are often out and about in the evening, more often than not with several people in the car, you will know what a back seat can look like after having partied through the night: clothes, bottles and other rubbish begin to pile up.","Wenn Sie heute Abend und nicht mehr mit mehreren Personen im Auto sind, werden Sie wissen, wie ein Rückhalt aussehen kann, nachdem sie durch die Nacht gezählt wurden: Kleine Kleidung, andere Flaschen und andere Düfte zu beginnen.","Wenn man abends öfter unterwegs ist, erst recht mit mehreren Leuten im Auto, weiß man, wie eine Rückbank nach durchfeierten Nächten aussehen kann: Klamotten, Flaschen und sonstiger Müll türmen sich da."
"The building changed hands for an ""appropriate"" price.","Das Gebäude hat sich die Hände für einen ""angemessen"" Preis verändert.","Das Gebäude wechselte seinen Besitzer zu einem ""angemessenen"" Preis."
"Investigators also found entries on the private investigator's computer which had Ms Pawlby and her sister as ""Projects.""","Auch fanden Explatoren auf dem Computer des privaten Recruzers, der Frau Pawlby und ihre Schwester als ""Projekt"" betrachteten.","Die Ermittler fanden außerdem Einträge auf dem Computer des Detektivs, auf dem Pawlby und ihre Schwester als „Projekte“ gespeichert waren."
"Cem Özdemir, Federal Chairman of the Green Party, has now engaged in the ongoing discussions regarding the future of the Baden-Wuerttemberg Music Academy.","Cem Özdemir, Bundesvorsitzender der Grünen Party, hat sich nunmehr mit den kommenden Gesprächen zur Zukunft der Baden-Württemberg-Musikakademie auseinandergesetzt.","In die anhaltenden Diskussionen um die Zukunft der Musikhochschulen in Baden-Württemberg hat sich nun auch Cem Özdemir, Bundesvorsitzender der Grünen, eingeschaltet."
"Rather than missing burgers, scrambled eggs or gummi bears, the vegan has quickly discovered entirely new products that really inspire him.","Anstatt fehlenden Eiern, Rauchgängen oder Zmimißbrauch, hat die veganen Veganer schnell neue Produkte entdeckt, die ihn wirklich inspirieren.","Statt Burgern, Rühreiern oder Gummibären hinterherzutrauern, habe der Veganer schnell ganz neue Produkte entdeckt, die Begeisterung stieg an."
"There was resentment among local residents of the old town, who have repeatedly to suffer as a result of the overflowing of the canal network, even during normal thunderstorms.","Es gab unter den Einwohnern der Altstadt, die immer wieder unter den Folgen des Kanalskanals leiden, auch während der Normalität des Kanals.","Unmut herrschte bei Anliegern des Altorts, die selbst bei normalen Gewitterregen immer wieder unter einer Überlastung des Kanalnetzes zu leiden haben."
"""I want us to get our mojo back,"" he said.","""Ich wollte uns zu unserem mojojo zurückkehren"", sagte er.","„Ich möchte, dass wir unseren Zauber wiederfinden“, sagte er."
The municipality coffers in Herdwangen-Schönach are well stocked and the administration has been debt-free since 2005.,Die Gemeinde in Herdwangen-Schönach sind gut gefüllt und die Verwaltung ist seit 2005 schuldenfrei.,Das Gemeindesäckl in Herdwangen-Schönach ist gut gefüllt und Schulden kennt die Verwaltung bereits seit 2005 nicht mehr.
"Finally, let's talk pumpkins.",Schließlich sollten die Talkkins-Pumpen spielen.,Aber kommen wir endlich zu den Kürbissen.
"And: ""In our society we have no major crimes, but we do have a detention camp full of would-be criminals"". They read time streams.","Und: ""In unserer Gesellschaft haben wir keine großen Straftaten, aber wir haben ein Gewahrsam voller Verbrecher, die Zeiten lesen.","Und: ""In unserer Gesellschaft gibt es keine Schwerverbrecher, dafür haben wir ein Straflager voller Pesudoverbrecher"". Sie lesen Zeitströme."
"Furthermore, the role of the old fisherman is a character role, through and through, which Janson masters excellently.","Außerdem ist die Rolle des alten Fischer-Fischer eine Rolle, durch und durch die Janson exzellent hervorragend.","Daneben ist die Rolle des alten Fischers durch und durch eine Charakterrolle, die Janson exzellent meistert."
"""My blood values are excellent - I have myself checked on a regular basis,"" revealed Proctor.","""Meine Blutwerte sind hervorragend - ich habe mich regelmäßig überprüft"", offenbart Proctor.","""Meine Blutwerte sind bestens, ich lasse mich oft checken"", verrät Proctor."
"For the third quarter ended September 30, Bombardier's net profit fell to $147 million, or 8 cents per share, from $172 million, or 9 cents per share a year earlier.","Das Netto-Geschäft wurde am 30. September 2007 um 9. Bombardier gewechselt, oder 8 Cent pro Aktie, an der Spitze von $172, 9 oder 9 Cent pro Aktie teilnehmen.",Im dritten Quartal mit Ende am 30. September fiel Bombardiers Nettogewinn auf 147 Millionen Dollar bzw. 8 Cent pro Aktie von 172 Millionen Dollar bzw. 9 Cent pro Aktie im Jahr zuvor.
"""We are very hopeful that this kind of vaccine strategy can finally help the millions of smokers who have tried to stop, exhausting all the methods on the market today, but find their nicotine addiction to be strong enough to overcome these current approaches,"" Prof Cornell said.","""Wir sind sehr hoffnungsvoll, dass diese Art von Impfstrategie letztlich den Millionen Rauchern helfen kann, die versucht haben, aufzuhören, anzuhören, alle Methoden auf dem Markt zu stoppen, aber heute sind ihre Nikotinabhängigkeit stark genug, um diese aktuellen Heränder zu überwinden"", sagte Herr sagte Prof.","„Wir sind sehr hoffnungsvoll, dass diese Art von Impfstrategie einmal Millionen von Rauchern helfen kann, die versucht haben aufzuhören und dabei alle auf dem Markt erhältlichen Methoden ausprobiert haben, aber erleben mussten, dass ihre Nikotinsucht stärker ist als diese Ansätze“, so Cornell."
Dick's tale acts as a blueprint for the anti-terror laws and the phone tapping madness of the NSA.,Dickens Geschichte ist ein Plan für die antifaschistischen Gesetze und das Telefon-Sketten Wahrheit des Anhängers.,Dicks Erzählung wirkt wie die Blaupause für die Anti-Terror-Gesetze und den Abhörrausch der NSA.
The 2nd U.S. Circuit Court of Appeals said the decisions of Judge Shira Scheindlin will be stayed pending the outcome of an appeal by the city.,"Das 2. US-Stück Hubgericht hat gesagt, dass die Entscheidungen von Richter Shira Scheindlin bleiben, wird bis zum Ausgang einer Attraktivität durch die Stadt bleiben.","Das 2. US-Berufungsgericht erklärte, die Entscheidungen von Richterin Shira Scheindlin würden ausgesetzt, bis über eine Berufung der Stadt entschieden sei."
"Chris says because the ice cream lights up when it reacts with the heat of the mouth it means the more you lick, the brighter it becomes.","Chris sagt, dass die Eisbeleuchtung bei der Hitze der Mund bedeutet, das mehr Sie lecken, desto heller wird sie.","Chris erklärt, das Speiseeis reagiere auf die Wärme im Mund und leuchte – je mehr man also leckt, desto heller wird es."
They are a great team together.,Sie sind ein tolles Team zusammen.,Zusammen sind sie ein tolles Team.
"Billy Sum-Hermann managed unbelievably well to place herself in the role of the sister and brought the character to life amazingly well, in terms of both her expressions and gestures.","Billy Sum-Hermann versteift sich unglaublich gut, als er sich in der Rolle der Schwester und brachte, was erstaunliche Werbung betrifft, sowohl in ihren Ausdrucksformen als auch in Gesten.","Billy Sum-Hermann verstand es unglaublich gut, sich in die Rolle der Schwester hineinzuversetzen und verlieh ihr in Mimik und Gestik ungeheures Leben."
"Mr Ströbele said that, according to the former NSA contractor's lawyer, Mr Snowden would not be able to return to Russia if he left.","Herr Ströbele sagte, dass Herr Snowden nach dem Anwalt des ehemaligen NSA-Anwaltesstaates nicht in Rußland zurückkehren könne, falls er verlassen würde.","Ströbele erklärte, dass laut dem Anwalt des früheren NSA-Mitarbeiters Snowden nicht nach Russland zurückkehren könne, wenn er das Land verlasse."
